as_of_date;valuation_time_utc;currency;collateral_curve;market;instrument_id;option_type;exercise_style;settlement_type;expiry_label;expiry_date;expiry_years;swap_tenor_label;underlying_maturity_date;swap_tenor_years;moneyness_bps;strike_rate;forward_swap_rate;atm_normal_vol_bps;normal_vol_bid_bps;normal_vol_mid_bps;normal_vol_ask_bps;black_vol_mid_pct;annuity;discount_factor_to_expiry;notional_eur;premium_bid_eur;premium_mid_eur;premium_ask_eur;premium_mid_bp_notional;intrinsic_value_eur;time_value_eur;vega_eur_per_1bp;delta_annuity_adjusted;quote_source;quote_age_min;liquidity_score;quote_quality;synthetic_seed
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T10Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;10Y;2038-06-10;10;150;0,04497998;0,02997998;77,4785;75,1135;76,6785;78,2435;20,8809;8,0851892;0,94960623;23776937;2956526,42;2962918,89;2969566;1246,1314;2883615,51;79303,38;4166,6;-7,41174854;BROKER_A;6;79,59;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T10Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;10Y;2038-06-10;10;200;0,04997998;0,02997998;77,4785;74,2154;76,0054;77,7954;19,635;8,0851892;0,94960623;9500826;8784,63;10102,7;11532,75;10,6335;0;10102,7;767,52;0,25383468;COMPOSITE;7;75,09;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T10Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;10Y;2038-06-10;10;200;0,04997998;0,02997998;77,4785;74,2154;76,0054;77,7954;19,635;8,0851892;0,94960623;9500826;1545104,15;1546422,22;1547852,27;1627,6713;1536319,52;10102,7;767,52;-7,83135452;COMPOSITE;7;75,09;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-200;0,00943441;0,02943441;75,9201;77,0242;78,8792;80,7342;47,3345;11,34542938;0,94960623;9645659;2204215,35;2206424,45;2208807,05;2287,4792;2188682,86;17741,59;1237,58;10,93137056;BROKER_C;10;75,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-200;0,00943441;0,02943441;75,9201;77,0242;78,8792;80,7342;47,3345;11,34542938;0,94960623;9645659;15532,49;17741,59;20124,19;18,3933;0;17741,59;1237,58;-0,41405882;BROKER_A;10;75,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-150;0,01443441;0,02943441;75,9201;76,6422;78,2722;79,9022;37,9735;11,34542938;0,94960623;23913792;4181392,27;4191162,13;4201312,91;1752,6129;4069683,58;121478,55;6111,57;10,3505009;BROKER_C;8;79,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-150;0,01443441;0,02943441;75,9201;76,6422;78,2722;79,9022;37,9735;11,34542938;0,94960623;23913792;111708,69;121478,55;131629,34;50,7985;0;121478,55;6111,57;-0,99492848;COMPOSITE;8;79,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-100;0,01943441;0,02943441;75,9201;76,3577;77,7627;79,1677;32,5131;11,34542938;0,94960623;47579088;5956057,47;5984143,51;6012652,41;1257,7256;5398051,83;586091,68;20142,52;9,28518628;BROKER_B;6;84,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-100;0,01943441;0,02943441;75,9201;76,3577;77,7627;79,1677;32,5131;11,34542938;0,94960623;47579088;558005,64;586091,68;614600,58;123,1826;0;586091,68;20142,52;-2,0602431;BROKER_B;6;84,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-50;0,02443441;0,02943441;75,9201;75,465;76,645;77,825;28,5795;11,34542938;0,94960623;95000440;7778152,74;7842558,62;7907175,89;825,5287;5389103,92;2453454,71;54672,1;7,68883876;BROKER_A;5;88,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-50;0,02443441;0,02943441;75,9201;75,465;76,645;77,825;28,5795;11,34542938;0,94960623;95000440;2389048,83;2453454,71;2518071,97;258,2572;0;2453454,71;54672,1;-3,65659062;BROKER_C;5;88,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-025-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-25;0,02693441;0,02943441;75,9201;74,9625;76,0275;77,0925;27,0016;11,34542938;0,94960623;95053208;6035227,08;6098272,82;6161366,33;641,5641;2696048,65;3402224,17;59220,62;6,71571879;BROKER_C;4;91,03;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M-025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;-25;0,02693441;0,02943441;75,9201;74,9625;76,0275;77,0925;27,0016;11,34542938;0,94960623;95053208;3339178,43;3402224,17;3465317,68;357,9284;0;3402224,17;59220,62;-4,62971059;BROKER_A;4;91,03;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+000-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;0;0,02943441;0,02943441;75,9201;74,6173;75,5723;76,5273;25,6748;11,34542938;0,94960623;95193012;4546639,15;4604829,97;4663020,78;483,7361;0;4604829,97;60932,79;5,67271469;BROKER_B;3;93,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+000-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;0;0,02943441;0,02943441;75,9201;74,6173;75,5723;76,5273;25,6748;11,34542938;0,94960623;95193012;4546639,15;4604829,97;4663020,78;483,7361;0;4604829,97;60932,79;-5,67271469;BROKER_B;3;93,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+025-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;25;0,03193441;0,02943441;75,9201;74,3235;75,3885;76,4535;24,5894;11,34542938;0,94960623;95417392;3314021,58;3377279,13;3440585,84;353,948;0;3377279,13;59420,16;4,62102971;BROKER_B;4;91,03;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;25;0,03193441;0,02943441;75,9201;74,3235;75,3885;76,4535;24,5894;11,34542938;0,94960623;95417392;6020399,79;6083657,33;6146964,05;637,5837;2706378,21;3377279,13;59420,16;-6,72439967;COMPOSITE;4;91,03;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+050-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;50;0,03443441;0,02943441;75,9201;74,2183;75,3983;76,5783;23,683;11,34542938;0,94960623;95722400;2338883,24;2403543,32;2468426,34;251,0952;0;2403543,32;54892,51;3,62560747;BROKER_C;5;88,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;50;0,03443441;0,02943441;75,9201;74,2183;75,3983;76,5783;23,683;11,34542938;0,94960623;95722400;7768941,89;7833601,97;7898484,99;818,3666;5430058,65;2403543,32;54892,51;-7,71982192;BROKER_A;5;88,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+100-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;100;0,03943441;0,02943441;75,9201;74,018;75,423;76,828;22,138;11,34542938;0,94960623;48275755;519720,33;547464,58;575666,96;113,4036;0;547464,58;19911,98;1,97688819;BROKER_C;6;84,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;100;0,03943441;0,02943441;75,9201;74,018;75,423;76,828;22,138;11,34542938;0,94960623;48275755;5996812,02;6024556,27;6052758,66;1247,9466;5477091,69;547464,58;19911,98;-9,36854119;BROKER_A;6;84,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+150-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;150;0,04443441;0,02943441;75,9201;73,216;74,846;76,476;20,6957;11,34542938;0,94960623;24405562;94355,95;103479,56;113011,16;42,4;0;103479,56;5723,36;0,88747748;BROKER_C;8;79,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;150;0,04443441;0,02943441;75,9201;73,216;74,846;76,476;20,6957;11,34542938;0,94960623;24405562;4247729,65;4256853,27;4266384,86;1744,2144;4153373,7;103479,56;5723,36;-10,4579519;BROKER_A;8;79,78;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;200;0,04943441;0,02943441;75,9201;72,3579;74,2129;76,0679;19,4553;11,34542938;0,94960623;9885959;11000,12;12824,07;14821,32;12,972;0;12824,07;1029,73;0,32164302;BROKER_B;10;75,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T15Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;15Y;2043-06-10;15;200;0,04943441;0,02943441;75,9201;72,3579;74,2129;76,0679;19,4553;11,34542938;0,94960623;9885959;2254209,12;2256033,06;2258030,32;2282,0579;2243208,99;12824,07;1029,73;-11,02378636;COMPOSITE;10;75,28;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-200;0,00922103;0,02922103;72,0586;73,2548;75,1598;77,0648;45,7876;14,17583765;0,94960623;9561212;2725096,4;2727466,39;2730058,91;2852,6367;2710763,78;16702,61;1302,23;13,75134851;COMPOSITE;10;76,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-200;0,00922103;0,02922103;72,0586;73,2548;75,1598;77,0648;45,7876;14,17583765;0,94960623;9561212;14332,62;16702,61;19295,13;17,4691;0;16702,61;1302,23;-0,42448914;BROKER_B;10;76,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-150;0,01422103;0,02922103;72,0586;73,0265;74,7065;76,3865;36,6476;14,17583765;0,94960623;24098702;5239427,01;5250975,7;5263060,09;2178,9454;5124289,31;126686,4;7034,83;13,07242819;COMPOSITE;8;81,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-150;0,01422103;0,02922103;72,0586;73,0265;74,7065;76,3865;36,6476;14,17583765;0,94960623;24098702;115137,7;126686,4;138770,78;52,5698;0;126686,4;7034,83;-1,10340946;BROKER_B;8;81,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-100;0,01922103;0,02922103;72,0586;72,3032;73,7582;75,2132;31,1225;14,17583765;0,94960623;48715053;7519174,51;7554648,99;7590772,7;1550,7833;6905766,82;648882,17;24607,24;11,78211505;BROKER_A;6;85,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-100;0,01922103;0,02922103;72,0586;72,3032;73,7582;75,2132;31,1225;14,17583765;0,94960623;48715053;613407,68;648882,17;685005,88;133,1995;0;648882,17;24607,24;-2,3937226;BROKER_C;6;85,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-50;0,02422103;0,02922103;72,0586;71,2444;72,4744;73,7044;27,2421;14,17583765;0,94960623;98645471;9795057,02;9881035,04;9967361,12;1001,6714;6991910,91;2889124,14;70044,52;9,74114859;BROKER_B;5;90,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-50;0,02422103;0,02922103;72,0586;71,2444;72,4744;73,7044;27,2421;14,17583765;0,94960623;98645471;2803146,12;2889124,14;2975450,21;292,8796;0;2889124,14;70044,52;-4,43468905;COMPOSITE;5;90,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-025-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-25;0,02672103;0,02922103;72,0586;70,9189;72,0389;73,1589;25,7806;14,17583765;0,94960623;99294399;7565514,53;7651779,45;7738125,18;770,6154;3518953,2;4132826,25;77058,88;8,46188391;COMPOSITE;4;92,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M-025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;-25;0,02672103;0,02922103;72,0586;70,9189;72,0389;73,1589;25,7806;14,17583765;0,94960623;99294399;4046561,33;4132826,25;4219171,98;416,2195;0;4132826,25;77058,88;-5,71395374;BROKER_B;4;92,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+000-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;0;0,02922103;0,02922103;72,0586;70,8327;71,8377;72,8427;24,5842;14,17583765;0,94960623;99955743;5662589,3;5742932,22;5823275,13;574,5475;0;5742932,22;79943,2;7,08791882;BROKER_B;3;94,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+000-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;0;0,02922103;0,02922103;72,0586;70,8327;71,8377;72,8427;24,5842;14,17583765;0,94960623;99955743;5662589,3;5742932,22;5823275,13;574,5475;0;5742932,22;79943,2;-7,08791882;COMPOSITE;3;94,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+025-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;25;0,03172103;0,02922103;72,0586;70,7147;71,8347;72,9547;23,5946;14,17583765;0,94960623;100617865;4084566,17;4171965,54;4259447,5;414,6347;0;4171965,54;78072,59;5,71012563;BROKER_A;4;92,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+025-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;25;0,03172103;0,02922103;72,0586;70,7147;71,8347;72,9547;23,5946;14,17583765;0,94960623;100617865;7650422,47;7737821,84;7825303,8;769,0306;3565856,3;4171965,54;78072,59;-8,46571202;BROKER_C;4;92,55;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+050-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;50;0,03422103;0,02922103;72,0586;70,619;71,849;73,079;22,7209;14,17583765;0,94960623;101269116;2832962,82;2921039,33;3009481,8;288,4433;0;2921039,33;71758,03;4,41339029;BROKER_C;5;90,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+050-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;50;0,03422103;0,02922103;72,0586;70,619;71,849;73,079;22,7209;14,17583765;0,94960623;101269116;10010835,55;10098912,07;10187354,54;997,2351;7177872,74;2921039,33;71758,03;-9,76244736;BROKER_A;5;90,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+100-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;100;0,03922103;0,02922103;72,0586;69,9893;71,4443;72,8993;21,1038;14,17583765;0,94960623;51246782;587418,77;623591,29;660492,9;121,684;0;623591,29;25114,82;2,28447644;COMPOSITE;6;85,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;100;0,03922103;0,02922103;72,0586;69,9893;71,4443;72,8993;21,1038;14,17583765;0,94960623;51246782;7852079,39;7888251,9;7925153,51;1539,2678;7264660,62;623591,29;25114,82;-11,8913612;BROKER_B;6;85,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+150-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;150;0,04422103;0,02922103;72,0586;68,98;70,66;72,34;19,6567;14,17583765;0,94960623;25885823;96232,24;107202,14;118775,9;41,4135;0;107202,14;6710,49;0,94507595;BROKER_A;8;81,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;150;0,04422103;0,02922103;72,0586;68,98;70,66;72,34;19,6567;14,17583765;0,94960623;25885823;5600530,61;5611500,5;5623074,27;2167,7891;5504298,36;107202,14;6710,49;-13,2307617;BROKER_C;8;81,3;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;200;0,04922103;0,02922103;72,0586;68,5369;70,4419;72,3469;18,5741;14,17583765;0,94960623;10434475;10253,41;12257,95;14493,34;11,7475;0;12257,95;1112,28;0,31670552;BROKER_A;10;76,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T20Y-M+200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;20Y;2048-06-10;20;200;0,04922103;0,02922103;72,0586;68,5369;70,4419;72,3469;18,5741;14,17583765;0,94960623;10434475;2968601,88;2970606,42;2972841,81;2846,9151;2958348,47;12257,95;1112,28;-13,85913213;BROKER_C;10;76,8;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-200-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-200;0,00928181;0,02928181;69,6985;71,3338;73,3338;75,3338;44,4825;18,75823723;0,94960623;10498586;3956374,09;3959660,91;3963298,62;3771,6135;3938699,34;20961,58;1730,56;18,25366005;BROKER_C;7;73,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-200-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-200;0,00928181;0,02928181;69,6985;71,3338;73,3338;75,3338;44,4825;18,75823723;0,94960623;10498586;17674,75;20961,58;24599,28;19,9661;0;20961,58;1730,56;-0,50457718;BROKER_A;7;73,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-150-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-150;0,01428181;0,02928181;69,6985;70,348;72,123;73,898;35,2682;18,75823723;0,94960623;26227440;7520642,37;7536903,21;7554053,27;2873,6709;7379708,12;157195,09;9413,24;17,43210494;COMPOSITE;5;78,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-150-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-150;0,01428181;0,02928181;69,6985;70,348;72,123;73,898;35,2682;18,75823723;0,94960623;26227440;140934,25;157195,09;174345,15;59,9354;0;157195,09;9413,24;-1,32613229;BROKER_B;5;78,47;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-100-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-100;0,01928181;0,02928181;69,6985;69,2936;70,8436;72,3936;29,8145;18,75823723;0,94960623;52244819;10569676,37;10621178,98;10673816,93;2032,9631;9800207,09;820971,89;33599,08;15,77361786;BROKER_A;3;82,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-100-RECEIVER;RECEIVER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-100;0,01928181;0,02928181;69,6985;69,2936;70,8436;72,3936;29,8145;18,75823723;0,94960623;52244819;769469,28;820971,89;873609,84;157,1394;0;820971,89;33599,08;-2,98461938;BROKER_C;3;82,97;OK;20260610
2026-06-10;46183,6875;EUR;EUR_ESTR_OIS;EURO_SWAPTION_NORMAL_VOL;EUR-SWO-20260610-E2Y-T30Y-M-050-PAYER;PAYER;EUROPEAN;PHYSICAL;2Y;2028-06-10;2;30Y;2058-06-10;30;-50;0,02428181;0,02928181;69,6985;68,9834;70,3084;71,6334;26,3674;18,75823723;0,94960623;103754936;13414078,1;13541980,2;13670493,48;1305,189;9731298,52;3810681,69;96764,5;12,9894959;BROKER_A;2;87,47;OK;20260610
